STATE/UT,Year,CAUSE,Male,Female,Total,Hour,Time_Category,Speed,Speed_Limit,Road_Condition,Weather
CHANDIGARH,2009,Total Truck/Lorry,0,0,0,8,Morning,62,60,Damaged,Clear
CHANDIGARH,2009,Total Bus,3,1,4,7,Morning,53,80,Wet,Clear
CHANDIGARH,2009,Total Tempo/Vans,0,0,0,4,Night,49,60,Gravel,Fog
CHANDIGARH,2009,Total Jeep,0,0,0,18,Evening,39,80,Snow,Fog
CHANDIGARH,2009,Total Car,3,0,3,9,Morning,20,80,Dry,Fog
CHANDIGARH,2010,Truck/Lorry (Government),0,0,0,10,Morning,46,60,Gravel,Clear
CHANDIGARH,2010,Truck/Lorry (Private),0,0,0,14,Afternoon,51,40,Gravel,Cloudy
CHANDIGARH,2010,Bus (Government),0,0,0,5,Morning,55,60,Damaged,Windy
CHANDIGARH,2010,Bus (Private),0,0,0,14,Afternoon,37,40,Wet,Windy
CHANDIGARH,2010,Tempo/Vans (Government),0,0,0,4,Night,36,40,Damaged,Rainy
CHANDIGARH,2010,Tempo/Vans (Private),0,0,0,18,Evening,66,60,Damaged,Clear
CHANDIGARH,2010,Jeep (Government),0,0,0,21,Night,39,80,Gravel,Rainy
CHANDIGARH,2010,Jeep (Private),0,0,0,18,Evening,50,60,Wet,Windy
CHANDIGARH,2010,Car (Government),0,0,0,9,Morning,50,80,Wet,Rainy
CHANDIGARH,2010,Car (Private),7,0,7,11,Morning,72,40,Wet,Clear
CHANDIGARH,2010,Three Wheeler,1,1,2,21,Night,57,80,Dry,Clear
CHANDIGARH,2010,Two Wheeler,40,8,48,3,Night,53,60,Wet,Clear
CHANDIGARH,2010,Bicycle,23,2,25,17,Evening,46,80,Gravel,Windy
CHANDIGARH,2010,Pedestrian,40,12,52,15,Afternoon,76,40,Dry,Clear
CHANDIGARH,2010,Others (Please Specify),3,1,4,7,Morning,29,40,Snow,Fog
CHANDIGARH,2010,Total Deaths (Persons),114,24,138,3,Night,29,80,Damaged,Fog
CHANDIGARH,2010,Total Truck/Lorry,0,0,0,22,Night,80,40,Wet,Clear
CHANDIGARH,2010,Total Bus,0,0,0,11,Morning,20,40,Snow,Fog
CHANDIGARH,2010,Total Tempo/Vans,0,0,0,1,Night,64,80,Wet,Clear
CHANDIGARH,2010,Total Jeep,0,0,0,3,Night,69,40,Damaged,Windy
CHANDIGARH,2010,Total Car,7,0,7,4,Night,47,80,Gravel,Fog
CHANDIGARH,2011,Truck/Lorry (Government),0,0,0,2,Night,46,80,Gravel,Windy
CHANDIGARH,2011,Truck/Lorry (Private),0,0,0,8,Morning,31,40,Damaged,Fog
CHANDIGARH,2011,Bus (Government),0,0,0,20,Evening,59,80,Snow,Cloudy
CHANDIGARH,2011,Bus (Private),0,0,0,17,Evening,66,40,Dry,Cloudy
CHANDIGARH,2011,Tempo/Vans (Government),0,0,0,10,Morning,41,40,Dry,Windy
CHANDIGARH,2011,Tempo/Vans (Private),0,0,0,2,Night,51,40,Wet,Fog
CHANDIGARH,2011,Jeep (Government),0,0,0,22,Night,58,60,Damaged,Cloudy
CHANDIGARH,2011,Jeep (Private),0,0,0,1,Night,75,40,Damaged,Clear
CHANDIGARH,2011,Car (Government),0,0,0,8,Morning,40,80,Dry,Rainy
CHANDIGARH,2011,Car (Private),6,2,8,13,Afternoon,65,80,Snow,Cloudy
CHANDIGARH,2011,Three Wheeler,2,0,2,3,Night,73,80,Damaged,Cloudy
CHANDIGARH,2011,Two Wheeler,44,6,50,8,Morning,70,60,Gravel,Clear
CHANDIGARH,2011,Bicycle,20,2,22,12,Afternoon,55,60,Gravel,Cloudy
CHANDIGARH,2011,Pedestrian,35,12,47,17,Evening,42,80,Damaged,Cloudy
CHANDIGARH,2011,Others (Please Specify),7,0,7,14,Afternoon,54,80,Snow,Cloudy
CHANDIGARH,2011,Total Deaths (Persons),114,22,136,9,Morning,41,60,Gravel,Fog
CHANDIGARH,2011,Total Truck/Lorry,0,0,0,15,Afternoon,65,80,Snow,Cloudy
CHANDIGARH,2011,Total Bus,0,0,0,11,Morning,27,40,Dry,Rainy
CHANDIGARH,2011,Total Tempo/Vans,0,0,0,19,Evening,24,40,Wet,Fog
CHANDIGARH,2011,Total Jeep,0,0,0,4,Night,38,80,Dry,Fog
CHANDIGARH,2011,Total Car,6,2,8,1,Night,52,40,Wet,Windy
CHANDIGARH,2012,Truck/Lorry (Government),0,0,0,9,Morning,47,80,Gravel,Cloudy
CHANDIGARH,2012,Truck/Lorry (Private),0,0,0,0,Night,52,60,Wet,Rainy
CHANDIGARH,2012,Bus (Government),0,0,0,6,Morning,46,80,Wet,Rainy
CHANDIGARH,2012,Bus (Private),0,0,0,16,Afternoon,54,60,Damaged,Windy
CHANDIGARH,2012,Tempo/Vans (Government),0,0,0,15,Afternoon,32,40,Wet,Rainy
CHANDIGARH,2012,Tempo/Vans (Private),0,1,1,23,Night,33,40,Damaged,Fog
CHANDIGARH,2012,Jeep (Government),0,0,0,2,Night,58,40,Wet,Clear
CHANDIGARH,2012,Jeep (Private),1,0,1,13,Afternoon,49,80,Damaged,Fog
CHANDIGARH,2012,Car (Government),0,0,0,9,Morning,71,60,Gravel,Clear
CHANDIGARH,2012,Car (Private),3,2,5,21,Night,55,60,Gravel,Rainy
CHANDIGARH,2012,Three Wheeler,2,3,5,6,Morning,46,40,Wet,Cloudy
CHANDIGARH,2012,Two Wheeler,42,2,44,16,Afternoon,51,40,Snow,Clear
CHANDIGARH,2012,Bicycle,22,0,22,5,Morning,24,60,Gravel,Fog
CHANDIGARH,2012,Pedestrian,26,6,32,22,Night,37,80,Dry,Fog
CHANDIGARH,2012,Others (Please Specify),3,1,4,21,Night,56,40,Dry,Fog
CHANDIGARH,2012,Total Deaths (Persons),99,15,114,3,Night,28,80,Damaged,Fog
CHANDIGARH,2012,Total Truck/Lorry,0,0,0,16,Afternoon,55,40,Snow,Windy
CHANDIGARH,2012,Total Bus,0,0,0,8,Morning,49,40,Damaged,Rainy
CHANDIGARH,2012,Total Tempo/Vans,0,1,1,3,Night,67,80,Wet,Cloudy
CHANDIGARH,2012,Total Jeep,1,0,1,6,Morning,39,80,Gravel,Windy
CHANDIGARH,2012,Total Car,3,2,5,22,Night,58,80,Snow,Rainy
D & N HAVELI,2001,Truck/Lorry (Government),0,0,0,1,Night,56,80,Damaged,Clear
D & N HAVELI,2001,Truck/Lorry (Private),5,2,7,16,Afternoon,60,60,Damaged,Windy
D & N HAVELI,2001,Bus (Government),1,0,1,23,Night,53,60,Dry,Windy
D & N HAVELI,2001,Bus (Private),0,0,0,7,Morning,44,40,Wet,Windy
D & N HAVELI,2001,Tempo/Vans (Government),0,0,0,22,Night,52,40,Damaged,Windy
D & N HAVELI,2001,Tempo/Vans (Private),2,1,3,14,Afternoon,61,40,Dry,Clear
D & N HAVELI,2001,Jeep (Government),0,0,0,14,Afternoon,25,60,Snow,Fog
D & N HAVELI,2001,Jeep (Private),0,0,0,7,Morning,61,80,Damaged,Windy
D & N HAVELI,2001,Car (Government),0,0,0,15,Afternoon,49,40,Dry,Rainy
D & N HAVELI,2001,Car (Private),1,0,1,18,Evening,38,60,Wet,Fog
D & N HAVELI,2001,Three Wheeler,1,2,3,10,Morning,45,40,Gravel,Clear
D & N HAVELI,2001,Two Wheeler,6,0,6,1,Night,57,60,Snow,Cloudy
D & N HAVELI,2001,Bicycle,4,0,4,22,Night,80,80,Damaged,Clear
D & N HAVELI,2001,Pedestrian,6,5,11,23,Night,71,60,Dry,Cloudy
D & N HAVELI,2001,Others (Please Specify),1,0,1,16,Afternoon,32,80,Damaged,Rainy
D & N HAVELI,2001,Total Deaths (Persons),27,10,37,15,Afternoon,66,40,Gravel,Cloudy
D & N HAVELI,2001,Total Truck/Lorry,5,2,7,14,Afternoon,64,80,Damaged,Windy
D & N HAVELI,2001,Total Bus,1,0,1,12,Afternoon,27,60,Damaged,Fog
D & N HAVELI,2001,Total Tempo/Vans,2,1,3,14,Afternoon,20,40,Dry,Fog
D & N HAVELI,2001,Total Jeep,0,0,0,3,Night,51,40,Gravel,Windy
D & N HAVELI,2001,Total Car,1,0,1,15,Afternoon,20,60,Snow,Fog
D & N HAVELI,2002,Truck/Lorry (Government),0,0,0,11,Morning,55,80,Dry,Clear
D & N HAVELI,2002,Truck/Lorry (Private),1,0,1,3,Night,65,60,Gravel,Windy
D & N HAVELI,2002,Bus (Government),0,0,0,2,Night,46,80,Gravel,Windy
D & N HAVELI,2002,Bus (Private),1,0,1,21,Night,35,80,Damaged,Fog
D & N HAVELI,2002,Tempo/Vans (Government),0,0,0,16,Afternoon,60,40,Wet,Cloudy
D & N HAVELI,2002,Tempo/Vans (Private),0,0,0,21,Night,57,80,Wet,Rainy
D & N HAVELI,2002,Jeep (Government),0,0,0,17,Evening,51,40,Snow,Cloudy
D & N HAVELI,2002,Jeep (Private),0,0,0,17,Evening,72,60,Damaged,Clear
D & N HAVELI,2002,Car (Government),0,0,0,22,Night,49,60,Wet,Windy
D & N HAVELI,2002,Car (Private),2,0,2,16,Afternoon,47,40,Dry,Windy
D & N HAVELI,2002,Three Wheeler,3,1,4,11,Morning,70,40,Snow,Clear
D & N HAVELI,2002,Two Wheeler,7,0,7,22,Night,59,80,Damaged,Rainy
D & N HAVELI,2002,Bicycle,2,0,2,20,Evening,54,40,Dry,Windy
D & N HAVELI,2002,Pedestrian,8,4,12,23,Night,42,60,Wet,Cloudy
D & N HAVELI,2002,Others (Please Specify),3,0,3,3,Night,78,40,Wet,Clear
D & N HAVELI,2002,Total Deaths (Persons),27,5,32,11,Morning,44,40,Wet,Windy
D & N HAVELI,2002,Total Truck/Lorry,1,0,1,22,Night,63,40,Wet,Cloudy
D & N HAVELI,2002,Total Bus,1,0,1,21,Night,61,80,Gravel,Clear
D & N HAVELI,2002,Total Tempo/Vans,0,0,0,20,Evening,71,40,Snow,Clear
D & N HAVELI,2002,Total Jeep,0,0,0,19,Evening,67,80,Snow,Clear
D & N HAVELI,2002,Total Car,2,0,2,14,Afternoon,29,80,Wet,Rainy
D & N HAVELI,2003,Truck/Lorry (Government),0,0,0,22,Night,60,40,Snow,Clear
D & N HAVELI,2003,Truck/Lorry (Private),2,0,2,15,Afternoon,28,80,Dry,Fog
D & N HAVELI,2003,Bus (Government),2,0,2,4,Night,46,40,Dry,Fog
D & N HAVELI,2003,Bus (Private),1,0,1,20,Evening,61,60,Snow,Clear
D & N HAVELI,2003,Tempo/Vans (Government),0,0,0,14,Afternoon,44,60,Wet,Windy
D & N HAVELI,2003,Tempo/Vans (Private),4,1,5,16,Afternoon,20,80,Damaged,Fog
D & N HAVELI,2003,Jeep (Government),0,0,0,17,Evening,65,60,Wet,Cloudy
D & N HAVELI,2003,Jeep (Private),4,0,4,4,Night,45,40,Gravel,Cloudy
D & N HAVELI,2003,Car (Government),0,0,0,12,Afternoon,49,80,Damaged,Windy
D & N HAVELI,2003,Car (Private),2,0,2,18,Evening,66,40,Gravel,Cloudy
D & N HAVELI,2003,Three Wheeler,3,0,3,12,Afternoon,50,80,Snow,Windy
D & N HAVELI,2003,Two Wheeler,4,0,4,17,Evening,43,80,Gravel,Cloudy
D & N HAVELI,2003,Bicycle,3,0,3,13,Afternoon,73,80,Snow,Clear
D & N HAVELI,2003,Pedestrian,3,2,5,3,Night,59,80,Gravel,Cloudy
D & N HAVELI,2003,Others (Please Specify),3,0,3,3,Night,58,60,Damaged,Clear
D & N HAVELI,2003,Total Deaths (Persons),31,3,34,19,Evening,56,60,Gravel,Cloudy
D & N HAVELI,2003,Total Truck/Lorry,2,0,2,19,Evening,41,60,Wet,Cloudy
D & N HAVELI,2003,Total Bus,3,0,3,18,Evening,68,80,Snow,Cloudy
D & N HAVELI,2003,Total Tempo/Vans,4,1,5,12,Afternoon,73,60,Dry,Clear
D & N HAVELI,2003,Total Jeep,4,0,4,11,Morning,53,80,Gravel,Cloudy
D & N HAVELI,2003,Total Car,2,0,2,6,Morning,35,60,Snow,Cloudy
D & N HAVELI,2004,Truck/Lorry (Government),0,0,0,11,Morning,33,80,Dry,Rainy
D & N HAVELI,2004,Truck/Lorry (Private),3,1,4,20,Evening,80,60,Snow,Clear
D & N HAVELI,2004,Bus (Government),0,0,0,3,Night,32,60,Snow,Fog
D & N HAVELI,2004,Bus (Private),0,3,3,1,Night,53,60,Dry,Windy
D & N HAVELI,2004,Tempo/Vans (Government),0,0,0,1,Night,62,80,Dry,Rainy
D & N HAVELI,2004,Tempo/Vans (Private),4,0,4,4,Night,68,80,Damaged,Cloudy
D & N HAVELI,2004,Jeep (Government),0,0,0,22,Night,48,60,Gravel,Fog
D & N HAVELI,2004,Jeep (Private),0,0,0,9,Morning,33,80,Gravel,Fog
D & N HAVELI,2004,Car (Government),0,0,0,9,Morning,56,40,Snow,Cloudy
D & N HAVELI,2004,Car (Private),0,0,0,8,Morning,58,60,Wet,Cloudy
D & N HAVELI,2004,Three Wheeler,3,1,4,12,Afternoon,44,60,Wet,Rainy
D & N HAVELI,2004,Two Wheeler,11,1,12,6,Morning,80,40,Snow,Clear
D & N HAVELI,2004,Bicycle,5,1,6,4,Night,51,80,Damaged,Rainy
D & N HAVELI,2004,Pedestrian,11,1,12,9,Morning,50,80,Dry,Clear
D & N HAVELI,2004,Others (Please Specify),6,3,9,9,Morning,47,80,Snow,Fog
D & N HAVELI,2004,Total Deaths (Persons),43,11,54,5,Morning,58,60,Gravel,Windy
D & N HAVELI,2004,Total Truck/Lorry,3,1,4,18,Evening,62,60,Wet,Cloudy
D & N HAVELI,2004,Total Bus,0,3,3,20,Evening,46,60,Wet,Rainy
D & N HAVELI,2004,Total Tempo/Vans,4,0,4,7,Morning,24,60,Wet,Fog
D & N HAVELI,2004,Total Jeep,0,0,0,0,Night,62,60,Damaged,Rainy
D & N HAVELI,2004,Total Car,0,0,0,16,Afternoon,62,80,Gravel,Clear
D & N HAVELI,2005,Truck/Lorry (Government),0,0,0,6,Morning,56,40,Damaged,Cloudy
D & N HAVELI,2005,Truck/Lorry (Private),18,2,20,13,Afternoon,51,80,Dry,Clear
D & N HAVELI,2005,Bus (Government),0,0,0,20,Evening,72,80,Snow,Clear
D & N HAVELI,2005,Bus (Private),0,0,0,20,Evening,54,60,Snow,Clear
D & N HAVELI,2005,Tempo/Vans (Government),0,0,0,16,Afternoon,25,40,Wet,Fog
D & N HAVELI,2005,Tempo/Vans (Private),3,0,3,8,Morning,51,40,Wet,Cloudy
D & N HAVELI,2005,Jeep (Government),0,0,0,16,Afternoon,46,80,Dry,Windy
D & N HAVELI,2005,Jeep (Private),5,1,6,4,Night,63,40,Damaged,Rainy
D & N HAVELI,2005,Car (Government),0,0,0,19,Evening,56,80,Gravel,Clear
D & N HAVELI,2005,Car (Private),4,0,4,7,Morning,60,80,Dry,Cloudy
D & N HAVELI,2005,Three Wheeler,2,0,2,5,Morning,39,80,Snow,Rainy
D & N HAVELI,2005,Two Wheeler,10,3,13,10,Morning,43,80,Snow,Cloudy
D & N HAVELI,2005,Bicycle,0,0,0,18,Evening,58,60,Damaged,Rainy
D & N HAVELI,2005,Pedestrian,0,0,0,3,Night,70,40,Dry,Cloudy
D & N HAVELI,2005,Others (Please Specify),7,0,7,17,Evening,54,60,Gravel,Windy
D & N HAVELI,2005,Total Deaths (Persons),49,6,55,0,Night,43,60,Dry,Cloudy
D & N HAVELI,2005,Total Truck/Lorry,18,2,20,12,Afternoon,56,60,Dry,Cloudy
D & N HAVELI,2005,Total Bus,0,0,0,13,Afternoon,57,80,Damaged,Clear
D & N HAVELI,2005,Total Tempo/Vans,3,0,3,23,Night,80,80,Gravel,Clear
D & N HAVELI,2005,Total Jeep,5,1,6,0,Night,80,60,Snow,Clear
D & N HAVELI,2005,Total Car,4,0,4,10,Morning,49,60,Wet,Cloudy
D & N HAVELI,2006,Truck/Lorry (Government),0,0,0,16,Afternoon,38,40,Gravel,Windy
D & N HAVELI,2006,Truck/Lorry (Private),16,1,17,3,Night,40,60,Snow,Rainy
D & N HAVELI,2006,Bus (Government),3,0,3,11,Morning,54,80,Damaged,Clear
D & N HAVELI,2006,Bus (Private),4,0,4,9,Morning,33,60,Gravel,Fog
D & N HAVELI,2006,Tempo/Vans (Government),0,0,0,5,Morning,42,40,Gravel,Cloudy
D & N HAVELI,2006,Tempo/Vans (Private),5,0,5,0,Night,57,40,Snow,Windy
D & N HAVELI,2006,Jeep (Government),0,0,0,6,Morning,54,60,Snow,Windy
D & N HAVELI,2006,Jeep (Private),0,0,0,20,Evening,52,40,Dry,Clear
D & N HAVELI,2006,Car (Government),0,0,0,15,Afternoon,57,40,Dry,Clear
D & N HAVELI,2006,Car (Private),0,0,0,23,Night,35,80,Gravel,Fog
D & N HAVELI,2006,Three Wheeler,1,1,2,13,Afternoon,40,40,Wet,Fog
D & N HAVELI,2006,Two Wheeler,8,1,9,22,Night,76,40,Damaged,Clear
D & N HAVELI,2006,Bicycle,0,0,0,19,Evening,49,60,Snow,Rainy
D & N HAVELI,2006,Pedestrian,0,0,0,19,Evening,64,80,Dry,Clear
D & N HAVELI,2006,Others (Please Specify),4,1,5,5,Morning,45,40,Damaged,Clear
D & N HAVELI,2006,Total Deaths (Persons),41,4,45,21,Night,64,60,Gravel,Windy
D & N HAVELI,2006,Total Truck/Lorry,16,1,17,4,Night,74,60,Snow,Clear
D & N HAVELI,2006,Total Bus,7,0,7,23,Night,57,60,Snow,Clear
D & N HAVELI,2006,Total Tempo/Vans,5,0,5,20,Evening,62,60,Dry,Clear
D & N HAVELI,2006,Total Jeep,0,0,0,17,Evening,37,60,Wet,Rainy
D & N HAVELI,2006,Total Car,0,0,0,14,Afternoon,59,60,Snow,Windy
D & N HAVELI,2007,Truck/Lorry (Government),0,0,0,5,Morning,52,40,Wet,Cloudy
D & N HAVELI,2007,Truck/Lorry (Private),16,0,16,18,Evening,52,80,Damaged,Cloudy
D & N HAVELI,2007,Bus (Government),0,0,0,0,Night,42,80,Snow,Cloudy
D & N HAVELI,2007,Bus (Private),3,0,3,0,Night,58,60,Snow,Cloudy
D & N HAVELI,2007,Tempo/Vans (Government),0,0,0,12,Afternoon,48,60,Wet,Windy
D & N HAVELI,2007,Tempo/Vans (Private),11,0,11,2,Night,77,80,Dry,Clear
D & N HAVELI,2007,Jeep (Government),0,0,0,9,Morning,44,40,Gravel,Cloudy
D & N HAVELI,2007,Jeep (Private),1,0,1,20,Evening,62,60,Damaged,Clear
D & N HAVELI,2007,Car (Government),0,0,0,2,Night,62,80,Snow,Cloudy
D & N HAVELI,2007,Car (Private),2,0,2,8,Morning,50,80,Dry,Rainy
D & N HAVELI,2007,Three Wheeler,3,3,6,7,Morning,50,60,Snow,Clear
D & N HAVELI,2007,Two Wheeler,19,0,19,2,Night,62,80,Damaged,Windy
D & N HAVELI,2007,Bicycle,0,0,0,12,Afternoon,34,40,Gravel,Rainy
D & N HAVELI,2007,Pedestrian,0,0,0,5,Morning,29,80,Snow,Rainy
D & N HAVELI,2007,Others (Please Specify),8,0,8,12,Afternoon,38,60,Wet,Windy
D & N HAVELI,2007,Total Deaths (Persons),63,3,66,22,Night,40,60,Dry,Rainy
D & N HAVELI,2007,Total Truck/Lorry,16,0,16,19,Evening,71,80,Gravel,Clear
D & N HAVELI,2007,Total Bus,3,0,3,19,Evening,43,80,Snow,Fog
D & N HAVELI,2007,Total Tempo/Vans,11,0,11,11,Morning,30,60,Gravel,Fog
D & N HAVELI,2007,Total Jeep,1,0,1,12,Afternoon,42,40,Wet,Cloudy
D & N HAVELI,2007,Total Car,2,0,2,1,Night,57,80,Snow,Cloudy
D & N HAVELI,2008,Truck/Lorry (Government),0,1,1,20,Evening,50,40,Gravel,Clear
D & N HAVELI,2008,Truck/Lorry (Private),9,1,10,23,Night,52,40,Snow,Windy
D & N HAVELI,2008,Bus (Government),0,0,0,22,Night,66,60,Snow,Clear
D & N HAVELI,2008,Bus (Private),4,0,4,15,Afternoon,53,60,Gravel,Cloudy
D & N HAVELI,2008,Tempo/Vans (Government),0,1,1,22,Night,44,60,Snow,Rainy
D & N HAVELI,2008,Tempo/Vans (Private),10,0,10,5,Morning,57,40,Wet,Clear
D & N HAVELI,2008,Jeep (Government),0,0,0,18,Evening,73,60,Gravel,Clear
D & N HAVELI,2008,Jeep (Private),0,0,0,20,Evening,56,60,Gravel,Windy
D & N HAVELI,2008,Car (Government),0,0,0,12,Afternoon,61,40,Wet,Cloudy
D & N HAVELI,2008,Car (Private),2,0,2,16,Afternoon,66,40,Wet,Clear
D & N HAVELI,2008,Three Wheeler,3,0,3,22,Night,44,40,Wet,Rainy
D & N HAVELI,2008,Two Wheeler,24,1,25,8,Morning,47,40,Snow,Rainy
D & N HAVELI,2008,Bicycle,0,0,0,16,Afternoon,34,80,Snow,Fog
D & N HAVELI,2008,Pedestrian,4,0,4,1,Night,76,60,Damaged,Cloudy
D & N HAVELI,2008,Others (Please Specify),5,0,5,18,Evening,55,80,Snow,Rainy
D & N HAVELI,2008,Total Deaths (Persons),61,4,65,18,Evening,53,40,Wet,Windy
D & N HAVELI,2008,Total Truck/Lorry,9,2,11,23,Night,60,40,Damaged,Cloudy
D & N HAVELI,2008,Total Bus,4,0,4,6,Morning,38,40,Wet,Rainy
D & N HAVELI,2008,Total Tempo/Vans,10,1,11,21,Night,66,40,Dry,Clear
D & N HAVELI,2008,Total Jeep,0,0,0,9,Morning,35,40,Gravel,Cloudy
D & N HAVELI,2008,Total Car,2,0,2,9,Morning,51,60,Dry,Rainy
D & N HAVELI,2009,Truck/Lorry (Government),0,0,0,19,Evening,72,80,Wet,Clear
D & N HAVELI,2009,Truck/Lorry (Private),0,0,0,8,Morning,22,80,Snow,Fog
D & N HAVELI,2009,Bus (Government),0,0,0,16,Afternoon,41,60,Gravel,Cloudy
D & N HAVELI,2009,Bus (Private),0,0,0,14,Afternoon,53,60,Snow,Cloudy
D & N HAVELI,2009,Tempo/Vans (Government),0,0,0,1,Night,43,60,Snow,Rainy
D & N HAVELI,2009,Tempo/Vans (Private),0,0,0,3,Night,35,80,Gravel,Fog
D & N HAVELI,2009,Jeep (Government),0,0,0,18,Evening,64,80,Gravel,Windy
D & N HAVELI,2009,Jeep (Private),0,0,0,16,Afternoon,46,40,Dry,Rainy
D & N HAVELI,2009,Car (Government),0,0,0,4,Night,66,80,Wet,Rainy
D & N HAVELI,2009,Car (Private),4,0,4,6,Morning,49,80,Snow,Windy
D & N HAVELI,2009,Three Wheeler,2,0,2,17,Evening,50,60,Wet,Windy
D & N HAVELI,2009,Two Wheeler,18,4,22,20,Evening,53,80,Wet,Windy
D & N HAVELI,2009,Bicycle,5,0,5,21,Night,61,40,Damaged,Windy
D & N HAVELI,2009,Pedestrian,10,1,11,6,Morning,57,80,Dry,Windy
D & N HAVELI,2009,Others (Please Specify),1,0,1,16,Afternoon,75,60,Snow,Clear
D & N HAVELI,2009,Total Deaths (Persons),40,5,45,6,Morning,61,60,Gravel,Clear
D & N HAVELI,2009,Total Truck/Lorry,0,0,0,3,Night,68,40,Gravel,Windy
D & N HAVELI,2009,Total Bus,0,0,0,7,Morning,43,40,Wet,Fog
D & N HAVELI,2009,Total Tempo/Vans,0,0,0,12,Afternoon,34,80,Dry,Fog
D & N HAVELI,2009,Total Jeep,0,0,0,3,Night,54,40,Dry,Windy
D & N HAVELI,2009,Total Car,4,0,4,5,Morning,50,40,Snow,Clear
D & N HAVELI,2010,Truck/Lorry (Government),0,0,0,4,Night,47,60,Snow,Fog
D & N HAVELI,2010,Truck/Lorry (Private),1,0,1,11,Morning,76,60,Wet,Clear
D & N HAVELI,2010,Bus (Government),0,0,0,3,Night,30,80,Wet,Rainy
D & N HAVELI,2010,Bus (Private),0,1,1,23,Night,56,80,Wet,Clear
D & N HAVELI,2010,Tempo/Vans (Government),0,0,0,8,Morning,49,80,Damaged,Windy
D & N HAVELI,2010,Tempo/Vans (Private),0,0,0,3,Night,73,80,Dry,Cloudy
D & N HAVELI,2010,Jeep (Government),0,0,0,18,Evening,41,60,Wet,Windy
D & N HAVELI,2010,Jeep (Private),2,0,2,23,Night,45,80,Dry,Rainy
D & N HAVELI,2010,Car (Government),0,0,0,13,Afternoon,48,80,Gravel,Clear
D & N HAVELI,2010,Car (Private),1,1,2,4,Night,50,40,Gravel,Fog
D & N HAVELI,2010,Three Wheeler,2,0,2,17,Evening,47,80,Dry,Windy
D & N HAVELI,2010,Two Wheeler,31,3,34,9,Morning,23,40,Gravel,Fog
D & N HAVELI,2010,Bicycle,2,0,2,18,Evening,65,60,Gravel,Clear
D & N HAVELI,2010,Pedestrian,10,1,11,11,Morning,47,80,Gravel,Rainy
D & N HAVELI,2010,Others (Please Specify),6,1,7,17,Evening,55,40,Snow,Windy
D & N HAVELI,2010,Total Deaths (Persons),55,7,62,16,Afternoon,23,80,Snow,Fog
D & N HAVELI,2010,Total Truck/Lorry,1,0,1,23,Night,54,40,Dry,Windy
D & N HAVELI,2010,Total Bus,0,1,1,10,Morning,48,80,Dry,Windy
D & N HAVELI,2010,Total Tempo/Vans,0,0,0,2,Night,26,60,Damaged,Fog
D & N HAVELI,2010,Total Jeep,2,0,2,22,Night,63,60,Snow,Rainy
D & N HAVELI,2010,Total Car,1,1,2,16,Afternoon,59,40,Dry,Windy
D & N HAVELI,2011,Truck/Lorry (Government),0,0,0,0,Night,59,40,Snow,Rainy
D & N HAVELI,2011,Truck/Lorry (Private),2,0,2,14,Afternoon,43,60,Damaged,Rainy
D & N HAVELI,2011,Bus (Government),0,0,0,8,Morning,59,80,Dry,Clear
D & N HAVELI,2011,Bus (Private),0,0,0,14,Afternoon,34,40,Dry,Fog
D & N HAVELI,2011,Tempo/Vans (Government),0,0,0,23,Night,54,60,Dry,Clear
D & N HAVELI,2011,Tempo/Vans (Private),0,0,0,2,Night,52,40,Dry,Cloudy
D & N HAVELI,2011,Jeep (Government),0,0,0,21,Night,73,60,Wet,Clear
D & N HAVELI,2011,Jeep (Private),0,0,0,18,Evening,52,60,Snow,Windy
D & N HAVELI,2011,Car (Government),0,0,0,12,Afternoon,56,40,Snow,Windy
D & N HAVELI,2011,Car (Private),4,0,4,11,Morning,51,40,Snow,Windy
D & N HAVELI,2011,Three Wheeler,2,1,3,19,Evening,51,60,Damaged,Cloudy
D & N HAVELI,2011,Two Wheeler,23,5,28,0,Night,51,80,Wet,Rainy
D & N HAVELI,2011,Bicycle,2,1,3,20,Evening,52,60,Snow,Windy
D & N HAVELI,2011,Pedestrian,14,2,16,16,Afternoon,63,80,Snow,Clear
D & N HAVELI,2011,Others (Please Specify),7,0,7,12,Afternoon,43,80,Dry,Rainy
D & N HAVELI,2011,Total Deaths (Persons),54,9,63,0,Night,75,80,Dry,Clear
D & N HAVELI,2011,Total Truck/Lorry,2,0,2,9,Morning,64,40,Dry,Clear
D & N HAVELI,2011,Total Bus,0,0,0,14,Afternoon,50,60,Snow,Windy
D & N HAVELI,2011,Total Tempo/Vans,0,0,0,6,Morning,67,60,Dry,Clear
D & N HAVELI,2011,Total Jeep,0,0,0,21,Night,43,80,Snow,Cloudy
D & N HAVELI,2011,Total Car,4,0,4,17,Evening,36,80,Damaged,Rainy
D & N HAVELI,2012,Truck/Lorry (Government),0,0,0,15,Afternoon,58,80,Damaged,Windy
D & N HAVELI,2012,Truck/Lorry (Private),7,2,9,13,Afternoon,49,60,Gravel,Windy
D & N HAVELI,2012,Bus (Government),1,0,1,17,Evening,63,80,Wet,Clear
D & N HAVELI,2012,Bus (Private),0,2,2,6,Morning,66,60,Dry,Clear
D & N HAVELI,2012,Tempo/Vans (Government),0,1,1,16,Afternoon,28,60,Dry,Fog
D & N HAVELI,2012,Tempo/Vans (Private),6,1,7,17,Evening,31,40,Wet,Fog
